Season,Round,Circuit,Driver,Constructor,Laps,AvgLapTime,PitLaneTimeLoss,TireCompounds,TrackTemp,AirTemp,Humidity,WindSpeed,RainProbability,DriverAggressiveness,CurrentTireCondition,CompetitorPitStop,SafetyCarEvent,StrategyOutcome
1950,1,Silverstone Circuit,Nino Farina,Alfa Romeo,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Luigi Fagioli,Alfa Romeo,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Reg Parnell,Alfa Romeo,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Yves Cabantous,Talbot-Lago,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Louis Rosier,Talbot-Lago,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Bob Gerard,ERA,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Cuth Harrison,ERA,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Philippe Étancelin,Talbot-Lago,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,David Hampshire,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Brian Shawe Taylor,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Joe Fry,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Johnny Claes,Talbot-Lago,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Juan Fangio,Alfa Romeo,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Joe Kelly,Alta,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Prince Bira,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,David Murray,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Geoff Crossley,Alta,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Toulo de Graffenried,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Louis Chiron,Maserati,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Eugène Martin,Talbot-Lago,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Peter Walker,ERA,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Tony Rolt,ERA,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,1,Silverstone Circuit,Leslie Johnson,ERA,70,103.67819387511071,24.882304009574927,"['Soft', 'Medium', 'Hard']",38.588304810510856,15.31208562470362,64.0623340403486,12.958663701525735,22.820874739193098,8.850828557256065,Fair,1,0,
1950,2,Circuit de Monaco,Juan Fangio,Alfa Romeo,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Alberto Ascari,Ferrari,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Louis Chiron,Maserati,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Raymond Sommer,Ferrari,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Prince Bira,Maserati,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Bob Gerard,ERA,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1950,2,Circuit de Monaco,Johnny Claes,Talbot-Lago,100,89.39315209898635,22.899201026991598,"['Soft', 'Medium', 'Hard']",33.42255028419862,25.003308585135123,56.76106373575409,7.380459251963881,93.81169473356654,1.5458973408259014,Good,1,1,
1951,1,Circuit Bremgarten,Juan Fangio,Alfa Romeo,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Piero Taruffi,Ferrari,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Nino Farina,Alfa Romeo,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Consalvo Sanesi,Alfa Romeo,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Toulo de Graffenried,Alfa Romeo,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Alberto Ascari,Ferrari,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Louis Chiron,Maserati,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
1951,1,Circuit Bremgarten,Stirling Moss,HWM,42,95.37690517449313,24.086376964289386,"['Soft', 'Medium', 'Hard']",33.96619533262251,19.14301611384278,76.58822178188677,0.31128595554668403,46.2811436848098,4.443025987858698,Fair,0,0,
