Season,Round,Abbreviation,Stint,Tire Compound,Stint Length
2019,3,GAS,1,SOFT,19
2019,3,GAS,2,HARD,20
2019,3,GAS,3,MEDIUM,14
2019,3,GAS,4,SOFT,3
2019,3,GIO,1,SOFT,7
2019,3,GIO,2,MEDIUM,23
2019,3,GIO,3,MEDIUM,25
2019,3,GRO,1,SOFT,8
2019,3,GRO,2,HARD,27
2019,3,GRO,3,MEDIUM,20
2019,3,HAM,1,MEDIUM,22
2019,3,HAM,2,HARD,14
2019,3,HAM,3,MEDIUM,20
2019,3,HUL,1,SOFT,11
2019,3,HUL,2,HARD,5
2019,3,KUB,1,MEDIUM,26
2019,3,KUB,2,HARD,28
2019,3,KVY,1,MEDIUM,7
2019,3,KVY,2,MEDIUM,18
2019,3,KVY,3,HARD,5
2019,3,KVY,4,SOFT,11
2019,3,LEC,1,MEDIUM,22
2019,3,LEC,2,HARD,20
2019,3,LEC,3,MEDIUM,14
2019,3,MAG,1,SOFT,9
2019,3,MAG,2,HARD,24
2019,3,MAG,3,MEDIUM,22
2019,3,NOR,1,MEDIUM,1
2019,3,NOR,2,HARD,16
2019,3,NOR,3,MEDIUM,17
2019,3,NOR,4,SOFT,16
2019,3,PER,1,MEDIUM,20
2019,3,PER,2,HARD,35
2019,3,RAI,1,MEDIUM,25
2019,3,RAI,2,HARD,30
2019,3,RIC,1,SOFT,18
2019,3,RIC,2,HARD,37
2019,3,RUS,1,MEDIUM,22
2019,3,RUS,2,HARD,27
2019,3,RUS,3,SOFT,5
2019,3,SAI,1,MEDIUM,1
2019,3,SAI,2,HARD,35
2019,3,SAI,3,SOFT,19
2019,3,STR,1,MEDIUM,20
2019,3,STR,2,HARD,24
2019,3,STR,3,SOFT,11
2019,3,VER,1,MEDIUM,17
2019,3,VER,2,HARD,17
2019,3,VER,3,MEDIUM,22
2019,3,VET,1,MEDIUM,18
2019,3,VET,2,HARD,17
2019,3,VET,3,MEDIUM,21
2019,4,ALB,1,SOFT,12
2019,4,ALB,2,MEDIUM,38
2019,4,BOT,1,SOFT,12
2019,4,BOT,2,MEDIUM,39
2019,4,GAS,1,MEDIUM,39
2019,4,GIO,1,SOFT,7
2019,4,GIO,2,MEDIUM,43
2019,4,GRO,1,MEDIUM,34
2019,4,GRO,2,SOFT,4
2019,4,HAM,1,SOFT,13
2019,4,HAM,2,MEDIUM,38
2019,4,HUL,1,SOFT,8
2019,4,HUL,2,MEDIUM,26
2019,4,HUL,3,SOFT,16
2019,4,KUB,1,MEDIUM,14
2019,4,KUB,2,MEDIUM,9
2019,4,KUB,3,MEDIUM,19
2019,4,KUB,4,SOFT,7
2019,4,KVY,1,SOFT,5
2019,4,KVY,2,MEDIUM,28
2019,4,LEC,1,MEDIUM,34
2019,4,LEC,2,SOFT,13
2019,4,LEC,3,SOFT,4
2019,4,MAG,1,SOFT,7
2019,4,MAG,2,MEDIUM,32
2019,4,MAG,3,SOFT,11
2019,4,NOR,1,SOFT,9
2019,4,NOR,2,MEDIUM,30
2019,4,NOR,3,SOFT,12
2019,4,PER,1,SOFT,10
2019,4,PER,2,MEDIUM,41
2019,4,RAI,1,SOFT,6
2019,4,RAI,2,MEDIUM,44
2019,4,RIC,1,SOFT,10
2019,4,RIC,2,MEDIUM,21
2019,4,RUS,1,MEDIUM,25
2019,4,RUS,2,MEDIUM,13
2019,4,RUS,3,SOFT,11
2019,4,SAI,1,SOFT,12
2019,4,SAI,2,MEDIUM,39
2019,4,STR,1,SOFT,10
2019,4,STR,2,MEDIUM,41
2019,4,VER,1,SOFT,14
2019,4,VER,2,MEDIUM,37
2019,4,VET,1,SOFT,11
2019,4,VET,2,MEDIUM,40
2019,5,ALB,1,SOFT,25
2019,5,ALB,2,MEDIUM,20
2019,5,ALB,3,MEDIUM,21
2019,5,BOT,1,SOFT,26
2019,5,BOT,2,MEDIUM,19
2019,5,BOT,3,SOFT,21
2019,5,GAS,1,SOFT,22
2019,5,GAS,2,MEDIUM,24
2019,5,GAS,3,SOFT,20
2019,5,GIO,1,SOFT,6
2019,5,GIO,2,HARD,35
2019,5,GIO,3,SOFT,25
2019,5,GRO,1,SOFT,26
2019,5,GRO,2,MEDIUM,20
2019,5,GRO,3,SOFT,20
2019,5,HAM,1,SOFT,27
2019,5,HAM,2,MEDIUM,19
2019,5,HAM,3,SOFT,20
2019,5,HUL,1,MEDIUM,35
2019,5,HUL,2,SOFT,31
2019,5,KUB,1,MEDIUM,31
2019,5,KUB,2,SOFT,13
2019,5,KUB,3,MEDIUM,21
2019,5,KVY,1,SOFT,21
2019,5,KVY,2,MEDIUM,24
2019,5,KVY,3,MEDIUM,21
2019,5,LEC,1,SOFT,25
2019,5,LEC,2,HARD,21
2019,5,LEC,3,MEDIUM,20
2019,5,MAG,1,SOFT,23
2019,5,MAG,2,MEDIUM,22
2019,5,MAG,3,SOFT,21
2019,5,NOR,1,SOFT,26
2019,5,NOR,2,MEDIUM,19
2019,5,PER,1,SOFT,24
2019,5,PER,2,MEDIUM,21
2019,5,PER,3,SOFT,21
2019,5,RAI,1,MEDIUM,28
2019,5,RAI,2,HARD,17
2019,5,RAI,3,SOFT,21
2019,5,RIC,1,SOFT,24
2019,5,RIC,2,HARD,21
2019,5,RIC,3,MEDIUM,21
2019,5,RUS,1,MEDIUM,32
2019,5,RUS,2,SOFT,12
2019,5,RUS,3,MEDIUM,21
2019,5,SAI,1,SOFT,24
2019,5,SAI,2,MEDIUM,22
2019,5,SAI,3,SOFT,20
2019,5,STR,1,MEDIUM,22
2019,5,STR,2,SOFT,23
2019,5,VER,1,SOFT,20
2019,5,VER,2,SOFT,23
2019,5,VER,3,MEDIUM,23
2019,5,VET,1,SOFT,19
2019,5,VET,2,MEDIUM,21
2019,5,VET,3,MEDIUM,26
2019,6,ALB,1,SOFT,40
2019,6,ALB,2,MEDIUM,38
2019,6,BOT,1,SOFT,11
2019,6,BOT,2,MEDIUM,1
2019,6,BOT,3,HARD,66
2019,6,GAS,1,SOFT,27
2019,6,GAS,2,MEDIUM,35
2019,6,GAS,3,SOFT,16
2019,6,GIO,1,SOFT,44
2019,6,GIO,2,MEDIUM,32
2019,6,GRO,1,SOFT,50
2019,6,GRO,2,MEDIUM,28
2019,6,HAM,1,SOFT,11
2019,6,HAM,2,MEDIUM,67
2019,6,HUL,1,MEDIUM,9
2019,6,HUL,2,HARD,68
2019,6,KUB,1,MEDIUM,21
2019,6,KUB,2,HARD,56
2019,6,KVY,1,SOFT,32
2019,6,KVY,2,MEDIUM,46
2019,6,LEC,1,MEDIUM,9
2019,6,LEC,2,HARD,7
2019,6,LEC,3,SOFT,1
2019,6,MAG,1,SOFT,11
2019,6,MAG,2,MEDIUM,66
2019,6,NOR,1,MEDIUM,47
2019,6,NOR,2,SOFT,31
2019,6,PER,1,MEDIUM,11
2019,6,PER,2,HARD,66
2019,6,RAI,1,SOFT,46
2019,6,RAI,2,MEDIUM,31
2019,6,RIC,1,SOFT,11
2019,6,RIC,2,MEDIUM,67
2019,6,RUS,1,MEDIUM,10
2019,6,RUS,2,HARD,67
2019,6,SAI,1,SOFT,30
2019,6,SAI,2,MEDIUM,48
2019,6,STR,1,MEDIUM,40
2019,6,STR,2,HARD,37
2019,6,VER,1,SOFT,11
2019,6,VER,2,HARD,67
2019,6,VET,1,SOFT,11
2019,6,VET,2,HARD,67
2019,7,ALB,1,MEDIUM,1
2019,7,ALB,2,HARD,59
2019,7,BOT,1,MEDIUM,30
2019,7,BOT,2,HARD,37
2019,7,BOT,3,SOFT,3
2019,7,GAS,1,SOFT,7
2019,7,GAS,2,HARD,62
2019,7,GIO,1,HARD,33
2019,7,GIO,2,MEDIUM,36
2019,7,GRO,1,MEDIUM,34
2019,7,GRO,2,HARD,35
2019,7,HAM,1,MEDIUM,28
2019,7,HAM,2,HARD,42
2019,7,HUL,1,SOFT,16
2019,7,HUL,2,HARD,53
2019,7,KUB,1,MEDIUM,9
2019,7,KUB,2,HARD,29
2019,7,KUB,3,HARD,29
2019,7,KVY,1,MEDIUM,12
2019,7,KVY,2,HARD,57
2019,7,LEC,1,MEDIUM,33
2019,7,LEC,2,HARD,37
2019,7,MAG,1,HARD,39
2019,7,MAG,2,MEDIUM,29
2019,7,NOR,1,SOFT,9
2019,7,PER,1,MEDIUM,11
2019,7,PER,2,HARD,58
2019,7,RAI,1,MEDIUM,6
2019,7,RAI,2,HARD,52
2019,7,RAI,3,SOFT,11
2019,7,RIC,1,SOFT,8
2019,7,RIC,2,HARD,61
2019,7,RUS,1,MEDIUM,9
2019,7,RUS,2,HARD,59
2019,7,SAI,1,SOFT,4
2019,7,SAI,2,HARD,65
2019,7,STR,1,HARD,45
2019,7,STR,2,MEDIUM,24
2019,7,VER,1,HARD,48
2019,7,VER,2,MEDIUM,22
2019,7,VET,1,MEDIUM,26
2019,7,VET,2,HARD,44
2019,8,ALB,1,MEDIUM,25
2019,8,ALB,2,HARD,27
2019,8,BOT,1,MEDIUM,23
2019,8,BOT,2,HARD,30
2019,8,GAS,1,SOFT,17
2019,8,GAS,2,HARD,35
2019,8,GIO,1,SOFT,7
2019,8,GIO,2,HARD,27
2019,8,GIO,3,MEDIUM,18
2019,8,GRO,1,HARD,31
2019,8,GRO,2,MEDIUM,14
2019,8,HAM,1,MEDIUM,24
2019,8,HAM,2,HARD,29
2019,8,HUL,1,HARD,34
2019,8,HUL,2,MEDIUM,18
2019,8,KUB,1,MEDIUM,24
2019,8,KUB,2,HARD,27
2019,8,KVY,1,HARD,32
2019,8,KVY,2,MEDIUM,20
2019,8,LEC,1,MEDIUM,21
2019,8,LEC,2,HARD,32
2019,8,MAG,1,MEDIUM,16
2019,8,MAG,2,HARD,36
2019,8,NOR,1,MEDIUM,18
2019,8,NOR,2,HARD,34
2019,8,PER,1,MEDIUM,18
2019,8,PER,2,HARD,34
2019,8,RAI,1,HARD,31
2019,8,RAI,2,MEDIUM,21
2019,8,RIC,1,MEDIUM,16
2019,8,RIC,2,HARD,36
2019,8,RUS,1,MEDIUM,25
2019,8,RUS,2,HARD,8
2019,8,RUS,3,MEDIUM,18
2019,8,SAI,1,MEDIUM,19
2019,8,SAI,2,HARD,34
2019,8,STR,1,HARD,39
2019,8,STR,2,MEDIUM,13
2019,8,VER,1,MEDIUM,20
2019,8,VER,2,HARD,33
2019,8,VET,1,MEDIUM,25
2019,8,VET,2,HARD,26
2019,8,VET,3,SOFT,2
2019,9,ALB,1,MEDIUM,35
2019,9,ALB,2,HARD,35
2019,9,BOT,1,MEDIUM,21
2019,9,BOT,2,HARD,50
2019,9,GAS,1,SOFT,25
2019,9,GAS,2,HARD,45
2019,9,GIO,1,SOFT,24
2019,9,GIO,2,HARD,46
2019,9,GRO,1,MEDIUM,34
2019,9,GRO,2,HARD,36
2019,9,HAM,1,MEDIUM,30
2019,9,HAM,2,HARD,41
2019,9,HUL,1,MEDIUM,26
2019,9,HUL,2,HARD,44
2019,9,KUB,1,MEDIUM,19
2019,9,KUB,2,HARD,49
2019,9,KVY,1,MEDIUM,32
2019,9,KVY,2,HARD,38
2019,9,LEC,1,SOFT,22
2019,9,LEC,2,HARD,49
2019,9,MAG,1,SOFT,11
2019,9,MAG,2,HARD,2
2019,9,MAG,3,HARD,49
2019,9,MAG,4,SOFT,7
2019,9,NOR,1,SOFT,25
2019,9,NOR,2,MEDIUM,45
2019,9,PER,1,MEDIUM,28
2019,9,PER,2,HARD,42
2019,9,RAI,1,SOFT,23
2019,9,RAI,2,HARD,47
2019,9,RIC,1,MEDIUM,46
2019,9,RIC,2,SOFT,24
2019,9,RUS,1,MEDIUM,27
2019,9,RUS,2,HARD,42
2019,9,SAI,1,MEDIUM,41
2019,9,SAI,2,HARD,29
2019,9,STR,1,MEDIUM,25
2019,9,STR,2,HARD,45
2019,9,VER,1,MEDIUM,31
2019,9,VER,2,HARD,40
2019,9,VET,1,SOFT,21
2019,9,VET,2,HARD,29
2019,9,VET,3,SOFT,21
2019,10,ALB,1,SOFT,13
2019,10,ALB,2,MEDIUM,39
2019,10,BOT,1,MEDIUM,16
2019,10,BOT,2,MEDIUM,29
2019,10,BOT,3,SOFT,7
2019,10,GAS,1,MEDIUM,12
2019,10,GAS,2,HARD,40
2019,10,GIO,1,MEDIUM,19
2019,10,GRO,1,SOFT,1
2019,10,GRO,2,HARD,8
2019,10,HAM,1,MEDIUM,20
2019,10,HAM,2,HARD,32
2019,10,HUL,1,SOFT,13
2019,10,HUL,2,HARD,39
2019,10,KUB,1,MEDIUM,20
2019,10,KUB,2,HARD,31
2019,10,KVY,1,SOFT,12
2019,10,KVY,2,MEDIUM,9
2019,10,KVY,3,HARD,31
2019,10,LEC,1,SOFT,13
2019,10,LEC,2,MEDIUM,8
2019,10,LEC,3,HARD,31
2019,10,MAG,1,SOFT,1
2019,10,MAG,2,HARD,5
2019,10,NOR,1,SOFT,13
2019,10,NOR,2,MEDIUM,22
2019,10,NOR,3,HARD,17
2019,10,PER,1,MEDIUM,18
2019,10,PER,2,HARD,6
2019,10,PER,3,SOFT,22
2019,10,PER,4,SOFT,5
2019,10,RAI,1,MEDIUM,17
2019,10,RAI,2,HARD,35
2019,10,RIC,1,SOFT,12
2019,10,RIC,2,MEDIUM,8
2019,10,RIC,3,HARD,32
2019,10,RUS,1,MEDIUM,21
2019,10,RUS,2,HARD,30
2019,10,SAI,1,MEDIUM,20
2019,10,SAI,2,HARD,32
2019,10,STR,1,MEDIUM,13
2019,10,STR,2,HARD,26
2019,10,STR,3,SOFT,13
2019,10,VER,1,MEDIUM,13
2019,10,VER,2,MEDIUM,7
2019,10,VER,3,HARD,32
2019,10,VET,1,SOFT,20
2019,10,VET,2,HARD,18
2019,10,VET,3,MEDIUM,13
2019,11,ALB,1,WET,2
2019,11,ALB,2,INTERMEDIATE,25
2019,11,ALB,3,SOFT,1
2019,11,ALB,4,INTERMEDIATE,18
2019,11,ALB,5,SOFT,18
2019,11,BOT,1,WET,3
2019,11,BOT,2,INTERMEDIATE,23
2019,11,BOT,3,MEDIUM,4
2019,11,BOT,4,INTERMEDIATE,16
2019,11,BOT,5,SOFT,11
2019,11,GAS,1,WET,3
2019,11,GAS,2,INTERMEDIATE,23
2019,11,GAS,3,SOFT,2
2019,11,GAS,4,INTERMEDIATE,18
2019,11,GAS,5,SOFT,16
2019,11,GIO,1,WET,3
2019,11,GIO,2,INTERMEDIATE,23
2019,11,GIO,3,MEDIUM,2
2019,11,GIO,4,INTERMEDIATE,19
2019,11,GIO,5,SOFT,17
2019,11,GRO,1,WET,3
2019,11,GRO,2,INTERMEDIATE,23
2019,11,GRO,3,SOFT,2
2019,11,GRO,4,INTERMEDIATE,13
2019,11,GRO,5,INTERMEDIATE,5
2019,11,GRO,6,SOFT,18
2019,11,HAM,1,WET,3
2019,11,HAM,2,INTERMEDIATE,25
2019,11,HAM,3,SOFT,1
2019,11,HAM,4,INTERMEDIATE,18
2019,11,HAM,5,SOFT,6
2019,11,HAM,6,SOFT,3
2019,11,HAM,7,SOFT,8
2019,11,HUL,1,WET,3
2019,11,HUL,2,INTERMEDIATE,12
2019,11,HUL,3,INTERMEDIATE,14
2019,11,HUL,4,INTERMEDIATE,11
2019,11,KUB,1,WET,7
2019,11,KUB,2,INTERMEDIATE,16
2019,11,KUB,3,INTERMEDIATE,8
2019,11,KUB,4,INTERMEDIATE,15
2019,11,KUB,5,SOFT,11
2019,11,KUB,6,SOFT,7
2019,11,KVY,1,WET,3
2019,11,KVY,2,INTERMEDIATE,22
2019,11,KVY,3,SOFT,3
2019,11,KVY,4,INTERMEDIATE,17
2019,11,KVY,5,SOFT,19
2019,11,LEC,1,WET,3
2019,11,LEC,2,INTERMEDIATE,12
2019,11,LEC,3,INTERMEDIATE,12
2019,11,MAG,1,WET,8
2019,11,MAG,2,INTERMEDIATE,13
2019,11,MAG,3,SOFT,8
2019,11,MAG,4,INTERMEDIATE,13
2019,11,MAG,5,INTERMEDIATE,3
2019,11,MAG,6,SOFT,12
2019,11,MAG,7,SOFT,7
2019,11,NOR,1,WET,6
2019,11,NOR,2,INTERMEDIATE,19
2019,11,PER,1,WET,2
2019,11,RAI,1,WET,3
2019,11,RAI,2,INTERMEDIATE,23
2019,11,RAI,3,MEDIUM,2
2019,11,RAI,4,INTERMEDIATE,19
2019,11,RAI,5,SOFT,17
2019,11,RIC,1,WET,3
2019,11,RIC,2,INTERMEDIATE,11
2019,11,RUS,1,WET,7
2019,11,RUS,2,INTERMEDIATE,17
2019,11,RUS,3,INTERMEDIATE,17
2019,11,RUS,4,INTERMEDIATE,6
2019,11,RUS,5,SOFT,10
2019,11,RUS,6,SOFT,7
2019,11,SAI,1,WET,3
2019,11,SAI,2,INTERMEDIATE,24
2019,11,SAI,3,INTERMEDIATE,19
2019,11,SAI,4,SOFT,18
2019,11,STR,1,WET,7
2019,11,STR,2,INTERMEDIATE,18
2019,11,STR,3,MEDIUM,3
2019,11,STR,4,INTERMEDIATE,13
2019,11,STR,5,INTERMEDIATE,3
2019,11,STR,6,SOFT,20
2019,11,VER,1,WET,3
2019,11,VER,2,INTERMEDIATE,22
2019,11,VER,3,MEDIUM,4
2019,11,VER,4,INTERMEDIATE,12
2019,11,VER,5,INTERMEDIATE,5
2019,11,VER,6,SOFT,19
2019,11,VET,1,WET,2
2019,11,VET,2,INTERMEDIATE,21
2019,11,VET,3,SOFT,5
2019,11,VET,4,INTERMEDIATE,13
2019,11,VET,5,INTERMEDIATE,6
2019,11,VET,6,SOFT,17
2019,12,ALB,1,MEDIUM,28
2019,12,ALB,2,HARD,41
2019,12,BOT,1,MEDIUM,5
2019,12,BOT,2,HARD,41
2019,12,BOT,3,MEDIUM,23
2019,12,GAS,1,MEDIUM,28
2019,12,GAS,2,HARD,41
2019,12,GIO,1,MEDIUM,15
2019,12,GIO,2,HARD,53
2019,12,GRO,1,SOFT,19
2019,12,GRO,2,HARD,30
2019,12,HAM,1,MEDIUM,31
2019,12,HAM,2,HARD,18
2019,12,HAM,3,MEDIUM,21
2019,12,HUL,1,MEDIUM,36
2019,12,HUL,2,SOFT,33
2019,12,KUB,1,MEDIUM,18
2019,12,KUB,2,HARD,49
2019,12,KVY,1,MEDIUM,21
2019,12,KVY,2,HARD,47
2019,12,LEC,1,MEDIUM,27
2019,12,LEC,2,HARD,43
2019,12,MAG,1,MEDIUM,38
2019,12,MAG,2,SOFT,31
2019,12,NOR,1,SOFT,28
2019,12,NOR,2,HARD,41
2019,12,PER,1,MEDIUM,18
2019,12,PER,2,HARD,51
2019,12,RAI,1,SOFT,29
2019,12,RAI,2,MEDIUM,40
2019,12,RIC,1,HARD,46
2019,12,RIC,2,SOFT,23
2019,12,RUS,1,MEDIUM,16
2019,12,RUS,2,HARD,52
2019,12,SAI,1,SOFT,29
2019,12,SAI,2,HARD,40
2019,12,STR,1,MEDIUM,16
2019,12,STR,2,HARD,34
2019,12,STR,3,SOFT,18
2019,12,VER,1,MEDIUM,25
2019,12,VER,2,HARD,42
2019,12,VER,3,SOFT,3
2019,12,VET,1,MEDIUM,39
2019,12,VET,2,SOFT,31
2019,13,ALB,1,MEDIUM,23
2019,13,ALB,2,SOFT,21
2019,13,BOT,1,SOFT,23
2019,13,BOT,2,MEDIUM,21
2019,13,GAS,1,SOFT,13
2019,13,GAS,2,MEDIUM,31
2019,13,GIO,1,MEDIUM,29
2019,13,GIO,2,SOFT,14
2019,13,GRO,1,SOFT,16
2019,13,GRO,2,MEDIUM,27
2019,13,HAM,1,SOFT,22
2019,13,HAM,2,MEDIUM,22
2019,13,HUL,1,SOFT,11
2019,13,HUL,2,MEDIUM,20
2019,13,HUL,3,SOFT,13
2019,13,KUB,1,MEDIUM,31
2019,13,KUB,2,SOFT,12
2019,13,KVY,1,MEDIUM,24
2019,13,KVY,2,SOFT,20
2019,13,LEC,1,SOFT,21
2019,13,LEC,2,MEDIUM,23
2019,13,MAG,1,SOFT,25
2019,13,MAG,2,MEDIUM,18
2019,13,NOR,1,SOFT,19
2019,13,NOR,2,MEDIUM,25
2019,13,PER,1,SOFT,15
2019,13,PER,2,MEDIUM,29
2019,13,RAI,1,SOFT,1
2019,13,RAI,2,MEDIUM,1
2019,13,RAI,3,MEDIUM,29
2019,13,RAI,4,SOFT,12
2019,13,RIC,1,SOFT,1
2019,13,RIC,2,MEDIUM,42
2019,13,RUS,1,MEDIUM,30
2019,13,RUS,2,SOFT,13
2019,13,SAI,1,SOFT,1
2019,13,STR,1,SOFT,14
2019,13,STR,2,MEDIUM,16
2019,13,STR,3,SOFT,14
2019,13,VER,1,SOFT,1
2019,13,VET,1,SOFT,15
2019,13,VET,2,MEDIUM,18
2019,13,VET,3,SOFT,11
2019,14,ALB,1,SOFT,26
2019,14,ALB,2,MEDIUM,27
2019,14,BOT,1,SOFT,27
2019,14,BOT,2,MEDIUM,26
2019,14,GAS,1,MEDIUM,28
2019,14,GAS,2,SOFT,24
2019,14,GIO,1,SOFT,21
2019,14,GIO,2,MEDIUM,31
2019,14,GRO,1,SOFT,7
2019,14,GRO,2,MEDIUM,22
2019,14,GRO,3,SOFT,23
2019,14,HAM,1,SOFT,19
2019,14,HAM,2,MEDIUM,30
2019,14,HAM,3,SOFT,4
2019,14,HUL,1,SOFT,29
2019,14,HUL,2,MEDIUM,24
2019,14,KUB,1,MEDIUM,29
2019,14,KUB,2,SOFT,15
2019,14,KUB,3,MEDIUM,7
2019,14,KVY,1,MEDIUM,28
2019,14,KVY,2,SOFT,2
2019,14,LEC,1,SOFT,20
2019,14,LEC,2,HARD,33
2019,14,MAG,1,SOFT,20
2019,14,MAG,2,MEDIUM,14
2019,14,MAG,3,SOFT,9
2019,14,NOR,1,MEDIUM,23
2019,14,NOR,2,HARD,29
2019,14,PER,1,MEDIUM,28
2019,14,PER,2,SOFT,25
2019,14,RAI,1,MEDIUM,19
2019,14,RAI,2,MEDIUM,7
2019,14,RAI,3,SOFT,26
2019,14,RIC,1,SOFT,30
2019,14,RIC,2,MEDIUM,23
2019,14,RUS,1,MEDIUM,23
2019,14,RUS,2,HARD,29
2019,14,SAI,1,SOFT,27
2019,14,STR,1,SOFT,15
2019,14,STR,2,SOFT,7
2019,14,STR,3,MEDIUM,30
2019,14,VER,1,MEDIUM,1
2019,14,VER,2,SOFT,26
2019,14,VER,3,MEDIUM,26
2019,14,VET,1,SOFT,6
2019,14,VET,2,HARD,6
2019,14,VET,3,HARD,29
2019,14,VET,4,MEDIUM,11
2019,15,ALB,1,SOFT,20
2019,15,ALB,2,HARD,41
2019,15,BOT,1,SOFT,22
2019,15,BOT,2,HARD,39
2019,15,GAS,1,HARD,32
2019,15,GAS,2,MEDIUM,29
2019,15,GIO,1,MEDIUM,34
2019,15,GIO,2,HARD,2
2019,15,GIO,3,SOFT,25
2019,15,GRO,1,MEDIUM,23
2019,15,GRO,2,HARD,12
2019,15,GRO,3,SOFT,26
2019,15,HAM,1,SOFT,26
2019,15,HAM,2,HARD,35
2019,15,HUL,1,SOFT,1
2019,15,HUL,2,HARD,35
2019,15,HUL,3,MEDIUM,25
2019,15,KUB,1,MEDIUM,21
2019,15,KUB,2,HARD,23
2019,15,KUB,3,MEDIUM,17
2019,15,KVY,1,MEDIUM,12
2019,15,KVY,2,HARD,24
2019,15,KVY,3,SOFT,25
2019,15,LEC,1,SOFT,20
2019,15,LEC,2,HARD,41
2019,15,MAG,1,MEDIUM,18
2019,15,MAG,2,HARD,38
2019,15,MAG,3,SOFT,5
2019,15,NOR,1,SOFT,20
2019,15,NOR,2,HARD,41
2019,15,PER,1,MEDIUM,13
2019,15,PER,2,HARD,30
2019,15,RAI,1,MEDIUM,15
2019,15,RAI,2,HARD,35
2019,15,RIC,1,MEDIUM,34
2019,15,RIC,2,HARD,27
2019,15,RUS,1,MEDIUM,1
2019,15,RUS,2,HARD,34
2019,15,SAI,1,SOFT,1
2019,15,SAI,2,HARD,34
2019,15,SAI,3,MEDIUM,26
2019,15,STR,1,MEDIUM,31
2019,15,STR,2,HARD,10
2019,15,STR,3,SOFT,3
2019,15,STR,4,SOFT,17
2019,15,VER,1,SOFT,19
2019,15,VER,2,HARD,42
2019,15,VET,1,SOFT,19
2019,15,VET,2,HARD,42
2019,16,ALB,1,MEDIUM,29
2019,16,ALB,2,SOFT,24
2019,16,BOT,1,MEDIUM,28
2019,16,BOT,2,SOFT,25
2019,16,GAS,1,MEDIUM,26
2019,16,GAS,2,SOFT,27
2019,16,GIO,1,SOFT,2
2019,16,GIO,2,HARD,25
2019,16,GIO,3,MEDIUM,26
2019,16,GRO,1,SOFT,1
2019,16,HAM,1,MEDIUM,28
2019,16,HAM,2,SOFT,25
2019,16,HUL,1,SOFT,16
2019,16,HUL,2,MEDIUM,13
2019,16,HUL,3,SOFT,24
2019,16,KUB,1,MEDIUM,1
2019,16,KUB,2,HARD,1
2019,16,KUB,3,MEDIUM,26
2019,16,KVY,1,HARD,27
2019,16,KVY,2,SOFT,3
2019,16,KVY,3,SOFT,23
2019,16,LEC,1,SOFT,22
2019,16,LEC,2,MEDIUM,9
2019,16,LEC,3,SOFT,22
2019,16,MAG,1,SOFT,27
2019,16,MAG,2,MEDIUM,26
2019,16,NOR,1,SOFT,20
2019,16,NOR,2,MEDIUM,33
2019,16,PER,1,SOFT,23
2019,16,PER,2,MEDIUM,30
2019,16,RAI,1,MEDIUM,9
2019,16,RAI,2,MEDIUM,18
2019,16,RAI,3,SOFT,26
2019,16,RIC,1,SOFT,1
2019,16,RIC,2,MEDIUM,23
2019,16,RUS,1,MEDIUM,27
2019,16,SAI,1,SOFT,21
2019,16,SAI,2,MEDIUM,32
2019,16,STR,1,MEDIUM,27
2019,16,STR,2,SOFT,26
2019,16,VER,1,SOFT,28
2019,16,VER,2,MEDIUM,25
2019,16,VET,1,SOFT,26
2019,17,ALB,1,SOFT,15
2019,17,ALB,2,MEDIUM,19
2019,17,ALB,3,SOFT,19
2019,17,BOT,1,SOFT,17
2019,17,BOT,2,MEDIUM,19
2019,17,BOT,3,SOFT,17
2019,17,GAS,1,SOFT,18
2019,17,GAS,2,MEDIUM,34
2019,17,GIO,1,MEDIUM,18
2019,17,GIO,2,HARD,31
2019,17,GIO,3,SOFT,3
2019,17,GRO,1,SOFT,16
2019,17,GRO,2,HARD,36
2019,17,HAM,1,SOFT,21
2019,17,HAM,2,MEDIUM,21
2019,17,HAM,3,SOFT,11
2019,17,HUL,1,SOFT,19
2019,17,HUL,2,MEDIUM,33
2019,17,KUB,1,MEDIUM,22
2019,17,KUB,2,HARD,11
2019,17,KUB,3,MEDIUM,18
2019,17,KVY,1,SOFT,27
2019,17,KVY,2,MEDIUM,25
2019,17,LEC,1,SOFT,3
2019,17,LEC,2,MEDIUM,22
2019,17,LEC,3,SOFT,21
2019,17,LEC,4,SOFT,6
2019,17,MAG,1,MEDIUM,17
2019,17,MAG,2,HARD,30
2019,17,MAG,3,SOFT,5
2019,17,NOR,1,SOFT,4
2019,17,NOR,2,MEDIUM,21
2019,17,NOR,3,HARD,27
2019,17,PER,1,SOFT,19
2019,17,PER,2,MEDIUM,22
2019,17,PER,3,SOFT,11
2019,17,RAI,1,MEDIUM,15
2019,17,RAI,2,HARD,21
2019,17,RAI,3,SOFT,16
2019,17,RIC,1,MEDIUM,29
2019,17,RIC,2,SOFT,23
2019,17,RUS,1,MEDIUM,25
2019,17,RUS,2,HARD,26
2019,17,SAI,1,SOFT,26
2019,17,SAI,2,MEDIUM,27
2019,17,STR,1,SOFT,18
2019,17,STR,2,MEDIUM,34
2019,17,VER,1,SOFT,14
2019,17,VET,1,SOFT,16
2019,17,VET,2,SOFT,15
2019,17,VET,3,MEDIUM,22
2019,18,ALB,1,MEDIUM,14
2019,18,ALB,2,MEDIUM,30
2019,18,ALB,3,HARD,27
