Season,Round,Driver Abbreviation,Stint,Tire Compound,Stint Length
2023,13,GAS,4.0,SOFT,14
2023,13,GAS,5.0,INTERMEDIATE,4
2023,13,GAS,6.0,INTERMEDIATE,8
2023,13,HAM,1.0,MEDIUM,3
2023,13,HAM,2.0,INTERMEDIATE,6
2023,13,HAM,3.0,SOFT,36
2023,13,HAM,4.0,SOFT,15
2023,13,HAM,5.0,INTERMEDIATE,4
2023,13,HAM,6.0,INTERMEDIATE,8
2023,13,HUL,1.0,SOFT,16
2023,13,HUL,2.0,MEDIUM,32
2023,13,HUL,3.0,SOFT,12
2023,13,HUL,4.0,INTERMEDIATE,3
2023,13,HUL,5.0,INTERMEDIATE,1
2023,13,HUL,6.0,INTERMEDIATE,8
2023,13,LAW,1.0,SOFT,1
2023,13,LAW,2.0,INTERMEDIATE,9
2023,13,LAW,3.0,SOFT,7
2023,13,LAW,4.0,MEDIUM,29
2023,13,LAW,5.0,SOFT,13
2023,13,LAW,6.0,INTERMEDIATE,4
2023,13,LAW,7.0,INTERMEDIATE,1
2023,13,LAW,8.0,INTERMEDIATE,8
2023,13,LEC,1.0,SOFT,1
2023,13,LEC,2.0,INTERMEDIATE,10
2023,13,LEC,3.0,SOFT,30
2023,13,MAG,1.0,SOFT,1
2023,13,MAG,2.0,INTERMEDIATE,8
2023,13,MAG,3.0,SOFT,26
2023,13,MAG,4.0,MEDIUM,25
2023,13,MAG,5.0,INTERMEDIATE,3
2023,13,MAG,6.0,INTERMEDIATE,1
2023,13,MAG,7.0,INTERMEDIATE,8
2023,13,NOR,1.0,SOFT,3
2023,13,NOR,2.0,INTERMEDIATE,7
2023,13,NOR,3.0,SOFT,32
2023,13,NOR,4.0,SOFT,18
2023,13,NOR,5.0,INTERMEDIATE,3
2023,13,NOR,6.0,INTERMEDIATE,1
2023,13,NOR,7.0,INTERMEDIATE,8
2023,13,OCO,1.0,SOFT,2
2023,13,OCO,2.0,INTERMEDIATE,8
2023,13,OCO,3.0,SOFT,33
2023,13,OCO,4.0,SOFT,18
2023,13,OCO,5.0,WET,2
2023,13,OCO,6.0,INTERMEDIATE,1
2023,13,OCO,7.0,INTERMEDIATE,8
2023,13,PER,1.0,SOFT,1
2023,13,PER,2.0,INTERMEDIATE,11
2023,13,PER,3.0,SOFT,33
2023,13,PER,4.0,SOFT,15
2023,13,PER,5.0,INTERMEDIATE,3
2023,13,PER,6.0,INTERMEDIATE,1
2023,13,PER,7.0,INTERMEDIATE,8
2023,13,PIA,1.0,SOFT,15
2023,13,PIA,2.0,SOFT,31
2023,13,PIA,3.0,MEDIUM,14
2023,13,PIA,4.0,INTERMEDIATE,3
2023,13,PIA,5.0,INTERMEDIATE,1
2023,13,PIA,6.0,INTERMEDIATE,8
2023,13,RUS,1.0,SOFT,4
2023,13,RUS,2.0,INTERMEDIATE,6
2023,13,RUS,3.0,SOFT,6
2023,13,RUS,4.0,HARD,44
2023,13,RUS,5.0,INTERMEDIATE,3
2023,13,RUS,6.0,INTERMEDIATE,1
2023,13,RUS,7.0,INTERMEDIATE,3
2023,13,RUS,8.0,INTERMEDIATE,5
2023,13,SAI,1.0,SOFT,2
2023,13,SAI,2.0,INTERMEDIATE,8
2023,13,SAI,3.0,SOFT,31
2023,13,SAI,4.0,SOFT,19
2023,13,SAI,5.0,INTERMEDIATE,4
2023,13,SAI,6.0,INTERMEDIATE,8
2023,13,SAR,1.0,SOFT,15
2023,13,STR,1.0,SOFT,4
2023,13,STR,2.0,INTERMEDIATE,5
2023,13,STR,3.0,SOFT,7
2023,13,STR,4.0,MEDIUM,18
2023,13,STR,5.0,SOFT,26
2023,13,STR,6.0,INTERMEDIATE,3
2023,13,STR,7.0,INTERMEDIATE,1
2023,13,STR,8.0,INTERMEDIATE,8
2023,13,TSU,1.0,SOFT,1
2023,13,TSU,2.0,INTERMEDIATE,9
2023,13,TSU,3.0,SOFT,50
2023,13,TSU,4.0,INTERMEDIATE,3
2023,13,TSU,5.0,INTERMEDIATE,1
2023,13,TSU,6.0,INTERMEDIATE,8
2023,13,VER,1.0,SOFT,2
2023,13,VER,2.0,INTERMEDIATE,9
2023,13,VER,3.0,SOFT,38
2023,13,VER,4.0,SOFT,12
2023,13,VER,5.0,INTERMEDIATE,2
2023,13,VER,6.0,WET,1
2023,13,VER,7.0,INTERMEDIATE,8
2023,13,ZHO,1.0,SOFT,1
2023,13,ZHO,2.0,INTERMEDIATE,9
2023,13,ZHO,3.0,MEDIUM,27
2023,13,ZHO,4.0,SOFT,23
2023,13,ZHO,5.0,INTERMEDIATE,3
2023,14,ALB,1.0,MEDIUM,15
2023,14,ALB,2.0,HARD,37
2023,14,ALO,1.0,MEDIUM,21
2023,14,ALO,2.0,HARD,31
2023,14,BOT,1.0,HARD,25
2023,14,BOT,2.0,MEDIUM,26
2023,14,GAS,1.0,MEDIUM,10
2023,14,GAS,2.0,HARD,21
2023,14,GAS,3.0,MEDIUM,20
2023,14,HAM,1.0,HARD,27
2023,14,HAM,2.0,MEDIUM,25
2023,14,HUL,1.0,MEDIUM,14
2023,14,HUL,2.0,HARD,25
2023,14,HUL,3.0,MEDIUM,12
2023,14,LAW,1.0,MEDIUM,13
2023,14,LAW,2.0,HARD,20
2023,14,LAW,3.0,MEDIUM,18
2023,14,LEC,1.0,MEDIUM,20
2023,14,LEC,2.0,HARD,32
2023,14,MAG,1.0,HARD,12
2023,14,MAG,2.0,MEDIUM,21
2023,14,MAG,3.0,MEDIUM,18
2023,14,NOR,1.0,MEDIUM,22
2023,14,NOR,2.0,HARD,30
2023,14,OCO,1.0,MEDIUM,24
2023,14,OCO,2.0,HARD,15
2023,14,PER,1.0,MEDIUM,21
2023,14,PER,2.0,HARD,31
2023,14,PIA,1.0,MEDIUM,23
2023,14,PIA,2.0,HARD,18
2023,14,PIA,3.0,MEDIUM,10
2023,14,RUS,1.0,MEDIUM,19
2023,14,RUS,2.0,HARD,33
2023,14,SAI,1.0,MEDIUM,19
2023,14,SAI,2.0,HARD,33
2023,14,SAR,1.0,MEDIUM,14
2023,14,SAR,2.0,HARD,37
2023,14,STR,1.0,MEDIUM,20
2023,14,STR,2.0,HARD,31
2023,14,TSU,1.0,MEDIUM,1
2023,14,VER,1.0,MEDIUM,20
2023,14,VER,2.0,HARD,32
2023,14,ZHO,1.0,MEDIUM,11
2023,14,ZHO,2.0,HARD,22
2023,14,ZHO,3.0,MEDIUM,18
